geoUnit,year,Number of years of compulsory primary and secondary education guaranteed in legal frameworks
ABW,2000,0
ABW,2001,0
ABW,2002,0
ABW,2003,0
ABW,2004,0
ABW,2005,0
ABW,2006,0
ABW,2007,0
ABW,2008,0
ABW,2009,0
ABW,2010,0
ABW,2011,11
ABW,2012,11
ABW,2013,11
ABW,2014,11
ABW,2015,11
ABW,2016,11
ABW,2017,11
ABW,2018,11
ABW,2019,11
ABW,2020,11
ABW,2021,11
ABW,2022,11
ABW,2023,11
AFG,2000,6
AFG,2001,6
AFG,2002,6
AFG,2003,6
AFG,2004,6
AFG,2005,6
AFG,2006,6
AFG,2007,6
AFG,2008,9
AFG,2009,9
AFG,2010,9
AFG,2011,9
AFG,2012,9
AFG,2013,9
AFG,2014,9
AFG,2015,9
AFG,2016,9
AFG,2017,9
AFG,2018,9
AFG,2019,9
AFG,2020,9
AFG,2021,9
AFG,2022,9
AFG,2023,9
AFG,2024,9
AGO,2000,4
AGO,2001,4
AGO,2002,4
AGO,2003,4
AGO,2004,4
AGO,2005,4
AGO,2006,4
AGO,2007,6
AGO,2008,6
AGO,2009,6
AGO,2010,6
AGO,2011,6
AGO,2012,6
AGO,2013,6
AGO,2014,6
AGO,2015,6
AGO,2016,9
AGO,2017,9
AGO,2018,9
AGO,2019,9
AGO,2020,9
AGO,2021,9
AGO,2022,9
AGO,2023,9
AGO,2024,9
AIA,2000,12
AIA,2001,12
AIA,2002,12
AIA,2003,12
AIA,2004,12
AIA,2005,12
AIA,2006,12
AIA,2007,12
AIA,2008,12
AIA,2009,12
AIA,2010,12
AIA,2011,12
AIA,2012,12
AIA,2013,12
AIA,2014,12
AIA,2015,12
AIA,2016,12
AIA,2017,12
AIA,2018,12
AIA,2019,12
AIA,2020,12
AIA,2021,12
AIA,2022,12
AIA,2023,12
ALB,2000,8
ALB,2001,8
ALB,2002,8
ALB,2003,8
ALB,2004,8
ALB,2005,8
ALB,2006,8
ALB,2007,8
ALB,2008,8
ALB,2009,8
ALB,2010,8
ALB,2011,8
ALB,2012,9
ALB,2013,9
ALB,2014,9
ALB,2015,9
ALB,2016,9
ALB,2017,9
ALB,2021,9
ALB,2022,9
ALB,2023,9
ALB,2024,9
AND,2000,10
AND,2001,10
AND,2002,10
AND,2003,10
AND,2004,10
AND,2005,10
AND,2006,10
AND,2007,10
AND,2008,10
AND,2009,10
AND,2010,10
AND,2011,10
AND,2012,10
AND,2013,10
AND,2014,10
AND,2015,10
AND,2016,10
AND,2017,10
AND,2018,10
AND,2019,10
AND,2020,10
AND,2021,10
AND,2022,10
AND,2023,10
AND,2024,10
ARE,2000,6
ARE,2001,6
ARE,2002,6
ARE,2003,6
ARE,2004,6
ARE,2005,6
ARE,2006,6
ARE,2007,6
ARE,2008,6
ARE,2009,6
ARE,2010,6
ARE,2011,6
ARE,2012,12
ARE,2013,12
ARE,2014,12
ARE,2015,12
ARE,2016,12
ARE,2017,12
ARE,2018,12
ARE,2019,12
ARE,2020,12
ARE,2021,12
ARE,2022,12
ARE,2023,12
ARG,2000,9
ARG,2001,9
ARG,2002,9
ARG,2003,9
ARG,2004,9
ARG,2005,9
ARG,2006,12
ARG,2007,12
ARG,2008,12
ARG,2009,12
ARG,2010,12
ARG,2011,12
ARG,2012,12
ARG,2013,12
ARG,2014,12
ARG,2015,12
ARG,2016,12
ARG,2017,12
ARG,2018,12
ARG,2019,12
ARG,2020,12
ARG,2021,12
ARG,2022,12
ARG,2023,12
ARM,2000,10
ARM,2001,10
ARM,2002,10
ARM,2003,10
ARM,2004,10
ARM,2005,10
ARM,2006,10
ARM,2007,10
ARM,2008,10
ARM,2009,10
ARM,2010,10
ARM,2011,11
ARM,2012,12
ARM,2013,12
ARM,2014,12
ARM,2015,12
ARM,2016,12
ARM,2017,12
ARM,2018,12
ARM,2019,12
ARM,2020,12
ARM,2021,12
ARM,2022,12
ARM,2023,12
ARM,2024,12
ATG,2000,11
ATG,2001,11
ATG,2002,11
ATG,2003,11
ATG,2004,11
ATG,2005,11
ATG,2006,11
ATG,2007,11
ATG,2008,11
ATG,2009,11
ATG,2010,11
ATG,2011,11
ATG,2012,11
ATG,2013,11
ATG,2014,11
ATG,2015,11
ATG,2016,11
ATG,2017,11
ATG,2018,11
ATG,2019,11
ATG,2020,11
ATG,2021,11
ATG,2022,11
ATG,2023,11
AUS,2000,11
AUS,2001,11
AUS,2002,11
AUS,2003,11
AUS,2004,11
AUS,2005,11
AUS,2006,11
AUS,2007,11
AUS,2008,11
AUS,2009,11
AUS,2010,11
AUS,2011,11
AUS,2012,11
AUS,2013,11
AUS,2014,11
AUS,2015,11
AUS,2016,11
AUS,2017,11
AUS,2018,11
AUS,2019,11
AUS,2020,11
AUS,2021,11
AUS,2022,11
AUS,2023,11
AUS,2024,11
AUT,2000,9
AUT,2001,9
AUT,2002,9
AUT,2003,9
AUT,2004,9
AUT,2005,9
AUT,2006,9
AUT,2007,9
AUT,2008,9
AUT,2009,9
AUT,2010,9
AUT,2011,9
AUT,2012,9
AUT,2013,9
AUT,2014,9
AUT,2015,9
AUT,2016,9
AUT,2017,12
AUT,2018,12
AUT,2019,12
AUT,2020,12
AUT,2021,12
AUT,2022,12
AUT,2023,12
AZE,2000,9
AZE,2001,9
AZE,2002,9
AZE,2003,9
AZE,2004,9
AZE,2005,9
AZE,2006,9
AZE,2007,9
AZE,2008,9
AZE,2009,9
AZE,2010,9
AZE,2011,9
AZE,2012,9
AZE,2013,9
AZE,2014,9
AZE,2015,9
AZE,2016,9
AZE,2017,9
AZE,2018,9
AZE,2019,9
AZE,2020,9
AZE,2021,9
AZE,2022,9
AZE,2023,9
AZE,2024,9
BDI,2000,0
BDI,2001,0
BDI,2002,0
BDI,2003,0
BDI,2004,0
BDI,2005,0
BDI,2006,0
BDI,2007,0
BDI,2008,0
BDI,2009,0
BDI,2010,0
BDI,2011,0
BDI,2012,0
BDI,2013,0
BDI,2014,0
BDI,2015,0
BDI,2016,0
BDI,2017,0
BDI,2018,0
BDI,2019,0
BDI,2020,0
BDI,2021,0
BDI,2022,0
BDI,2023,0
BEL,2000,12
BEL,2001,12
BEL,2002,12
BEL,2003,12
BEL,2004,12
BEL,2005,12
BEL,2006,12
BEL,2007,12
BEL,2008,12
BEL,2009,12
BEL,2010,12
BEL,2011,12
BEL,2012,12
BEL,2013,12
BEL,2014,12
BEL,2015,12
BEL,2016,12
BEL,2017,12
BEL,2018,12
BEL,2019,12
BEL,2020,12
BEL,2021,12
BEL,2022,12
BEL,2023,12
BEN,2000,6
BEN,2001,6
BEN,2002,6
BEN,2003,6
BEN,2004,6
BEN,2005,6
BEN,2006,6
BEN,2007,6
BEN,2008,6
BEN,2009,6
BEN,2010,6
BEN,2011,6
BEN,2012,6
BEN,2013,6
BEN,2014,6
BEN,2015,6
BEN,2016,6
BEN,2017,6
BEN,2018,6
BEN,2019,6
BEN,2020,6
BEN,2021,6
BEN,2022,6
BEN,2023,6
BFA,2000,9
BFA,2001,9
BFA,2002,9
BFA,2003,9
BFA,2004,9
BFA,2005,9
BFA,2006,9
BFA,2007,9
BFA,2008,9
BFA,2009,9
BFA,2010,10
BFA,2011,10
BFA,2012,10
BFA,2013,10
BFA,2014,10
BFA,2015,10
BFA,2016,10
BFA,2017,10
BFA,2018,10
BFA,2019,10
BFA,2020,10
BFA,2021,10
BFA,2022,10
BFA,2023,10
BGD,2000,5
BGD,2001,5
BGD,2002,5
BGD,2003,5
BGD,2004,5
BGD,2005,5
BGD,2006,5
BGD,2007,5
BGD,2008,5
BGD,2009,5
BGD,2010,5
BGD,2011,5
BGD,2012,5
BGD,2013,5
BGD,2014,5
BGD,2015,5
BGD,2016,5
BGD,2017,5
BGD,2018,5
BGD,2019,5
BGD,2020,5
BGD,2021,5
BGD,2022,5
BGD,2023,5
BGD,2024,5
BGR,2000,9
BGR,2001,9
BGR,2002,9
BGR,2003,9
BGR,2004,9
BGR,2005,9
BGR,2006,9
BGR,2007,9
BGR,2008,9
BGR,2009,9
BGR,2010,9
BGR,2011,9
BGR,2012,9
BGR,2013,9
BGR,2014,9
BGR,2015,9
BGR,2016,9
BGR,2017,9
BGR,2018,9
BGR,2019,9
BGR,2020,9
BGR,2021,9
BGR,2022,9
BGR,2023,9
BHR,2000,0
BHR,2001,0
BHR,2002,0
BHR,2003,0
BHR,2004,9
BHR,2005,9
BHR,2006,9
BHR,2007,9
BHR,2008,9
BHR,2009,9
BHR,2010,9
BHR,2011,9
BHR,2012,9
BHR,2013,9
BHR,2014,9
BHR,2015,9
BHR,2016,9
BHR,2017,9
BHR,2018,9
BHR,2019,9
BHR,2020,9
BHR,2021,9
BHR,2022,9
BHR,2023,9
BHS,2000,12
BHS,2001,12
BHS,2002,12
BHS,2003,12
BHS,2004,12
BHS,2005,12
BHS,2006,12
BHS,2007,12
BHS,2008,12
BHS,2009,12
BHS,2010,12
BHS,2011,12
BHS,2012,12
BHS,2013,12
BHS,2014,12
BHS,2015,12
BHS,2016,12
BHS,2017,12
BHS,2018,12
BHS,2019,12
BHS,2020,12
BHS,2021,12
BHS,2022,12
BHS,2023,12
BIH,2000,8
BIH,2001,8
BIH,2002,8
BIH,2003,8
BIH,2004,8
BIH,2005,9
BIH,2006,9
BIH,2007,9
BIH,2008,9
BIH,2009,9
BIH,2010,9
BIH,2011,9
BIH,2012,9
BIH,2013,9
BIH,2014,9
BIH,2015,9
BIH,2016,9
BIH,2017,9
BIH,2018,9
BIH,2019,9
BIH,2020,9
BIH,2021,9
BIH,2022,9
BIH,2023,9
BIH,2024,9
BLR,2000,9
BLR,2001,9
BLR,2002,9
BLR,2003,9
BLR,2004,9
BLR,2005,9
BLR,2006,9
BLR,2007,9
BLR,2008,9
BLR,2009,9
BLR,2010,9
BLR,2011,9
BLR,2012,9
BLR,2013,9
BLR,2014,9
BLR,2015,9
BLR,2016,9
BLR,2017,9
BLR,2018,9
BLR,2019,9
BLR,2020,9
BLR,2021,9
BLR,2022,11
BLR,2023,11
BLR,2024,11
BLZ,2000,8
BLZ,2001,8
BLZ,2002,8
BLZ,2003,8
BLZ,2004,8
BLZ,2005,8
BLZ,2006,8
BLZ,2007,8
BLZ,2008,8
BLZ,2009,8
BLZ,2010,8
BLZ,2011,8
BLZ,2012,8
BLZ,2013,8
BLZ,2014,8
BLZ,2015,8
BLZ,2016,8
BLZ,2017,8
BLZ,2018,8
BLZ,2019,8
BLZ,2020,8
BLZ,2021,8
BLZ,2022,8
BLZ,2023,8
BMU,2000,13
BMU,2001,13
BMU,2002,13
BMU,2003,13
BMU,2004,13
BMU,2005,13
BMU,2006,13
BMU,2007,13
BMU,2008,13
BMU,2009,13
BMU,2010,13
BMU,2011,13
BMU,2012,13
BMU,2013,13
BMU,2014,13
BMU,2015,13
BMU,2016,13
BMU,2017,13
BMU,2018,13
BMU,2019,13
BMU,2020,13
BMU,2021,13
BMU,2022,13
BMU,2023,13
BOL,2000,8
BOL,2001,8
BOL,2002,8
BOL,2003,8
BOL,2004,8
BOL,2005,8
BOL,2006,8
BOL,2007,8
BOL,2008,8
BOL,2009,12
BOL,2010,12
BOL,2011,12
BOL,2012,12
BOL,2013,12
BOL,2014,12
BOL,2015,12
BOL,2016,12
BOL,2017,12
BOL,2018,12
BOL,2019,12
BOL,2020,12
BOL,2021,12
BOL,2022,12
BOL,2023,12
BOL,2024,12
BRA,2000,8
BRA,2001,8
BRA,2002,8
BRA,2003,8
BRA,2004,8
BRA,2005,8
BRA,2006,8
BRA,2007,8
BRA,2008,8
BRA,2009,8
BRA,2010,8
BRA,2011,8
BRA,2012,8
BRA,2013,12
BRA,2014,12
BRA,2015,12
BRA,2016,12
BRA,2017,12
BRA,2018,12
BRA,2019,12
BRA,2020,12
BRA,2021,12
BRA,2022,12
BRA,2023,12
BRB,2000,11
BRB,2001,11
BRB,2002,11
BRB,2003,11
BRB,2004,11
BRB,2005,11
BRB,2006,11
BRB,2007,11
BRB,2008,11
BRB,2009,11
BRB,2010,11
BRB,2011,11
BRB,2012,11
BRB,2013,11
BRB,2014,11
BRB,2015,11
BRB,2016,11
BRB,2017,11
BRB,2018,11
BRB,2019,11
BRB,2020,11
BRB,2021,11
BRB,2022,11
BRB,2023,11
BRN,2000,0
BRN,2001,0
BRN,2002,0
BRN,2003,0
BRN,2004,0
BRN,2005,0
BRN,2006,0
BRN,2007,9
BRN,2008,9
BRN,2009,9
BRN,2010,9
BRN,2011,9
BRN,2012,9
BRN,2013,9
BRN,2014,9
BRN,2015,9
BRN,2016,9
BRN,2017,9
BRN,2018,9
BRN,2019,9
BRN,2020,9
BRN,2021,9
BRN,2022,9
BRN,2023,9
BRN,2024,9
BTN,2000,0
BTN,2001,0
BTN,2002,0
BTN,2003,0
BTN,2004,0
BTN,2005,0
BTN,2006,0
BTN,2007,0
BTN,2008,0
BTN,2009,0
BTN,2010,0
BTN,2011,0
BTN,2012,0
BTN,2013,0
BTN,2014,0
BTN,2015,0
BTN,2016,0
BTN,2017,0
BTN,2018,0
BTN,2019,0
BTN,2020,0
BTN,2021,0
BTN,2022,0
BTN,2023,0
BTN,2024,0
BWA,2000,0
BWA,2001,0
BWA,2002,0
BWA,2003,0
BWA,2004,0
BWA,2005,0
BWA,2006,0
BWA,2007,0
BWA,2008,0
BWA,2009,0
BWA,2010,0
BWA,2011,0
BWA,2012,0
BWA,2013,0
BWA,2014,0
BWA,2015,0
BWA,2016,0
BWA,2017,0
BWA,2018,0
BWA,2019,0
BWA,2020,0
BWA,2021,0
BWA,2022,0
BWA,2023,0
CAF,2000,10
CAF,2001,10
CAF,2002,10
CAF,2003,10
CAF,2004,10
CAF,2005,10
CAF,2006,10
CAF,2007,10
CAF,2008,10
CAF,2009,10
CAF,2010,10
CAF,2011,10
CAF,2012,10
CAF,2013,10
CAF,2014,10
CAF,2015,10
CAF,2016,10
CAF,2017,10
CAF,2018,10
CAF,2019,10
CAF,2020,10
CAF,2021,10
CAF,2022,10
CAF,2023,10
CAN,2000,10
CAN,2001,10
CAN,2002,10
CAN,2003,10
CAN,2004,10
CAN,2005,10
CAN,2006,10
CAN,2007,10
CAN,2008,10
CAN,2009,10
CAN,2010,10
CAN,2011,10
CAN,2012,10
CAN,2013,10
CAN,2014,10
CAN,2015,10
CAN,2016,10
CAN,2017,10
CAN,2018,10
CAN,2019,10
CAN,2020,10
CAN,2021,10
CAN,2022,10
CAN,2023,10
CHE,2000,9
CHE,2001,9
CHE,2002,9
CHE,2003,9
CHE,2004,9
CHE,2005,9
CHE,2006,9
CHE,2007,9
CHE,2008,9
CHE,2009,9
CHE,2010,9
CHE,2011,9
CHE,2012,9
CHE,2013,9
CHE,2014,9
CHE,2015,10
CHE,2016,10
CHE,2017,10
CHE,2018,10
CHE,2019,10
CHE,2020,10
CHE,2021,10
CHE,2022,10
CHE,2023,10
CHE,2024,10
CHL,2000,8
CHL,2001,8
CHL,2002,8
CHL,2003,12
CHL,2004,12
CHL,2005,12
CHL,2006,12
CHL,2007,12
CHL,2008,12
CHL,2009,12
CHL,2010,12
CHL,2011,12
CHL,2012,12
CHL,2013,12
CHL,2014,12
CHL,2015,12
CHL,2016,12
CHL,2017,12
CHL,2018,12
CHL,2019,12
CHL,2020,12
CHL,2021,12
CHL,2022,12
CHL,2023,12
CHN,2000,9
CHN,2001,9
CHN,2002,9
CHN,2003,9
CHN,2004,9
CHN,2005,9
CHN,2006,9
CHN,2007,9
CHN,2008,9
CHN,2009,9
CHN,2010,9
CHN,2011,9
CHN,2012,9
CHN,2013,9
CHN,2014,9
CHN,2015,9
CHN,2016,9
CHN,2017,9
CHN,2018,9
CHN,2019,9
CHN,2020,9
CHN,2021,9
CHN,2022,9
CHN,2023,9
CHN,2024,9
CIV,2000,10
CIV,2001,10
CIV,2002,10
CIV,2003,10
CIV,2004,10
CIV,2005,10
CIV,2006,10
CIV,2007,10
CIV,2008,10
CIV,2009,10
CIV,2010,10
CIV,2011,10
CIV,2012,10
CIV,2013,10
CIV,2014,10
CIV,2015,10
CIV,2016,10
CIV,2017,10
CIV,2018,10
CIV,2019,10
CIV,2020,10
CIV,2021,10
CIV,2022,10
CIV,2023,10
CMR,2000,6
CMR,2001,6
CMR,2002,6
CMR,2003,6
CMR,2004,6
CMR,2005,6
CMR,2006,6
CMR,2007,6
CMR,2008,6
CMR,2009,6
CMR,2010,6
CMR,2011,6
CMR,2012,6
CMR,2013,6
CMR,2014,6
CMR,2015,6
CMR,2016,6
CMR,2017,6
CMR,2018,6
CMR,2019,6
CMR,2020,6
CMR,2021,6
CMR,2022,6
CMR,2023,6
CMR,2024,6
COD,2000,6
COD,2001,6
COD,2002,6
COD,2003,6
COD,2004,6
COD,2005,6
COD,2006,6
COD,2007,6
COD,2008,6
COD,2009,6
COD,2010,6
COD,2011,6
COD,2012,6
COD,2013,6
COD,2014,6
COD,2015,6
COD,2016,6
COD,2017,6
COD,2018,6
COD,2019,6
COD,2020,6
COD,2021,6
COD,2022,6
COD,2023,6
COG,2000,10
COG,2001,10
COG,2002,10
COG,2003,10
COG,2004,10
COG,2005,10
COG,2006,10
COG,2007,10
COG,2008,10
COG,2009,10
COG,2010,10
COG,2011,10
COG,2012,10
COG,2013,10
COG,2014,10
COG,2015,10
COG,2016,10
COG,2017,10
COG,2018,10
COG,2019,10
COG,2020,10
COG,2021,10
COG,2022,10
COG,2023,10
COK,2000,10
COK,2001,10
COK,2002,10
COK,2003,10
COK,2004,10
COK,2005,10
COK,2006,10
COK,2007,10
COK,2008,10
COK,2009,11
COK,2010,11
COK,2011,11
COK,2012,11
COK,2013,11
COK,2014,11
COK,2015,12
COK,2016,12
COK,2017,12
COK,2018,12
COK,2019,12
COK,2020,12
COK,2021,12
COK,2022,12
COK,2023,12
COK,2024,12
COL,2000,9
COL,2001,9
COL,2002,9
COL,2003,9
COL,2004,9
COL,2005,9
COL,2006,9
COL,2007,9
COL,2008,9
COL,2009,9
COL,2010,9
COL,2011,9
COL,2012,9
COL,2013,9
COL,2014,9
COL,2015,11
COL,2016,11
COL,2017,11
COL,2018,11
COL,2019,11
COL,2020,11
COL,2021,11
COL,2022,11
COL,2023,11
COM,2000,6
COM,2001,6
COM,2002,6
COM,2003,6
COM,2004,6
COM,2005,6
COM,2006,6
COM,2007,6
COM,2008,6
COM,2009,6
COM,2010,6
COM,2011,6
COM,2012,6
COM,2013,6
COM,2014,6
COM,2015,6
COM,2016,6
COM,2017,6
COM,2018,6
COM,2019,6
COM,2020,6
COM,2021,6
COM,2022,6
COM,2023,6
CPV,2000,6
CPV,2001,6
CPV,2002,6
CPV,2003,6
CPV,2004,6
CPV,2005,6
CPV,2006,6
CPV,2007,6
CPV,2008,6
CPV,2009,6
CPV,2010,10
CPV,2011,10
CPV,2012,10
CPV,2013,10
CPV,2014,10
CPV,2015,10
CPV,2016,10
CPV,2017,10
CPV,2018,10
CPV,2019,10
CPV,2020,10
CPV,2021,10
CPV,2022,10
CPV,2023,10
CRI,2000,9
CRI,2001,9
CRI,2002,9
CRI,2003,9
CRI,2004,9
CRI,2005,9
CRI,2006,9
CRI,2007,9
CRI,2008,9
CRI,2009,9
CRI,2010,9
CRI,2011,11
CRI,2012,11
CRI,2013,11
CRI,2014,11
CRI,2015,11
CRI,2016,11
CRI,2017,11
CRI,2018,11
CRI,2019,11
CRI,2020,11
CRI,2021,11
CRI,2022,11
CRI,2023,11
CUB,2000,9
CUB,2001,9
CUB,2002,9
CUB,2003,9
CUB,2004,9
CUB,2005,9
CUB,2006,9
CUB,2007,9
CUB,2008,9
CUB,2009,9
CUB,2010,9
CUB,2011,9
CUB,2012,9
CUB,2013,9
CUB,2014,9
CUB,2015,9
CUB,2016,9
CUB,2017,9
CUB,2018,9
CUB,2019,9
CUB,2020,9
CUB,2021,9
CUB,2022,9
CUB,2023,9
CUW,2000,10
CUW,2001,10
CUW,2002,10
CUW,2003,10
CUW,2004,10
CUW,2005,10
CUW,2006,10
CUW,2007,12
CUW,2008,12
CUW,2009,12
CUW,2010,12
CUW,2011,12
CUW,2012,12
CUW,2013,12
CUW,2014,12
CUW,2015,12
CUW,2016,12
CUW,2017,12
CUW,2018,12
CUW,2019,12
CUW,2020,12
CUW,2021,12
CUW,2022,12
CUW,2023,12
CUW,2024,12
CYM,2000,11
CYM,2001,11
CYM,2002,11
CYM,2003,11
CYM,2004,11
CYM,2005,11
CYM,2006,11
CYM,2007,11
CYM,2008,11
CYM,2009,11
CYM,2010,11
CYM,2011,11
CYM,2012,11
CYM,2013,11
CYM,2014,11
CYM,2015,11
CYM,2016,11
CYM,2017,11
CYM,2018,11
CYM,2019,11
CYM,2020,11
CYM,2021,11
CYM,2022,11
CYM,2023,11
CYP,2000,9
CYP,2001,9
CYP,2002,9
CYP,2003,9
CYP,2004,9
CYP,2005,9
CYP,2006,9
CYP,2007,9
CYP,2008,9
CYP,2009,9
CYP,2010,9
CYP,2011,9
CYP,2012,9
CYP,2013,9
CYP,2014,9
CYP,2015,9
CYP,2016,9
CYP,2017,9
CYP,2018,9
CYP,2019,9
CYP,2020,9
CYP,2021,9
CYP,2022,9
CYP,2023,9
CZE,2004,9
CZE,2005,9
CZE,2006,9
CZE,2007,9
CZE,2008,9
CZE,2009,9
CZE,2010,9
CZE,2011,9
CZE,2012,9
CZE,2013,9
CZE,2014,9
CZE,2015,9
CZE,2016,9
CZE,2017,9
CZE,2018,9
CZE,2019,9
CZE,2020,9
CZE,2021,9
CZE,2022,9
CZE,2023,9
DEU,2000,13
DEU,2001,13
DEU,2002,13
DEU,2003,13
DEU,2004,13
DEU,2005,13
DEU,2006,13
DEU,2007,13
DEU,2008,13
DEU,2009,13
DEU,2010,13
DEU,2011,13
DEU,2012,13
DEU,2013,13
DEU,2014,13
DEU,2015,13
DEU,2016,13
DEU,2017,13
DEU,2018,13
DEU,2019,13
DEU,2020,13
DEU,2021,13
DEU,2022,13
DEU,2023,13
DJI,2000,10
DJI,2001,10
DJI,2002,10
DJI,2003,10
DJI,2004,10
DJI,2005,10
DJI,2006,10
DJI,2007,10
DJI,2008,10
DJI,2009,10
DJI,2010,10
DJI,2011,10
DJI,2012,10
DJI,2013,10
DJI,2014,10
DJI,2015,10
DJI,2016,10
DJI,2017,10
DJI,2018,10
DJI,2019,10
DJI,2020,10
DJI,2021,10
DJI,2022,10
DJI,2023,10
DMA,2000,12
DMA,2001,12
DMA,2002,12
DMA,2003,12
DMA,2004,12
DMA,2005,12
DMA,2006,12
DMA,2007,12
DMA,2008,12
DMA,2009,12
DMA,2010,12
DMA,2011,12
DMA,2012,12
DMA,2013,12
DMA,2014,12
DMA,2015,12
DMA,2016,12
DMA,2017,12
DMA,2018,12
DMA,2019,12
DMA,2020,12
DMA,2021,12
DMA,2022,12
DMA,2023,12
DMA,2024,12
DNK,2000,9
DNK,2001,9
DNK,2002,9
DNK,2003,9
DNK,2004,9
DNK,2005,9
DNK,2006,9
DNK,2007,9
DNK,2008,9
DNK,2009,9
DNK,2010,9
DNK,2011,10
DNK,2012,10
DNK,2013,10
DNK,2014,10
DNK,2015,10
DNK,2016,10
DNK,2017,10
DNK,2018,10
DNK,2019,10
DNK,2020,10
DNK,2021,10
DNK,2022,10
DNK,2023,10
DOM,2000,8
DOM,2001,8
DOM,2002,8
DOM,2003,8
DOM,2004,8
DOM,2005,8
DOM,2006,8
DOM,2007,8
DOM,2008,8
DOM,2009,8
DOM,2010,12
DOM,2011,12
DOM,2012,12
DOM,2013,12
DOM,2014,12
DOM,2015,12
DOM,2016,12
DOM,2017,12
DOM,2018,12
DOM,2019,12
DOM,2020,12
DOM,2021,12
DOM,2022,12
DOM,2023,12
DZA,2000,10
DZA,2001,10
DZA,2002,10
DZA,2003,10
DZA,2004,10
DZA,2005,10
DZA,2006,10
DZA,2007,10
DZA,2008,10
DZA,2009,10
DZA,2010,10
DZA,2011,10
DZA,2012,10
DZA,2013,10
DZA,2014,10
DZA,2015,10
DZA,2016,10
DZA,2017,10
DZA,2018,10
DZA,2019,10
DZA,2020,10
DZA,2021,10
DZA,2022,10
DZA,2023,10
ECU,2000,9
ECU,2001,9
ECU,2002,9
ECU,2003,9
ECU,2004,9
ECU,2005,9
ECU,2006,9
ECU,2007,9
ECU,2008,9
ECU,2009,9
ECU,2010,12
ECU,2011,12
ECU,2012,12
ECU,2013,12
ECU,2014,12
ECU,2015,12
ECU,2016,12
ECU,2017,12
ECU,2018,12
ECU,2019,12
ECU,2020,12
ECU,2021,12
ECU,2022,12
ECU,2023,12
ECU,2024,12
EGY,2000,9
EGY,2001,9
EGY,2002,9
EGY,2003,9
EGY,2004,9
EGY,2005,9
EGY,2006,9
EGY,2007,9
EGY,2008,9
EGY,2009,9
EGY,2010,9
EGY,2011,9
EGY,2012,9
EGY,2013,9
EGY,2014,9
EGY,2015,12
EGY,2016,12
EGY,2017,12
EGY,2018,12
EGY,2019,12
EGY,2020,12
EGY,2021,12
EGY,2022,12
EGY,2023,12
ERI,2000,0
ERI,2001,0
ERI,2002,0
ERI,2003,0
ERI,2004,0
ERI,2005,0
ERI,2006,0
ERI,2007,0
ERI,2008,0
ERI,2009,0
ERI,2010,8
ERI,2011,8
ERI,2012,8
ERI,2013,8
ERI,2014,8
ERI,2015,8
ERI,2016,8
ERI,2017,8
ERI,2018,8
ERI,2019,8
ERI,2020,8
ERI,2021,8
ERI,2022,8
ERI,2023,8
ESP,2000,10
ESP,2001,10
ESP,2002,10
ESP,2003,10
ESP,2004,10
ESP,2005,10
ESP,2006,10
ESP,2007,10
ESP,2008,10
ESP,2009,10
ESP,2010,10
ESP,2011,10
ESP,2012,10
ESP,2013,10
ESP,2014,10
ESP,2015,10
ESP,2016,10
ESP,2017,10
ESP,2018,10
ESP,2019,10
ESP,2020,10
ESP,2021,10
ESP,2022,10
ESP,2023,10
ESP,2024,10
EST,2000,9
EST,2001,9
EST,2002,9
EST,2003,9
EST,2004,9
EST,2005,9
EST,2006,9
EST,2007,9
EST,2008,9
EST,2009,9
EST,2010,9
EST,2011,9
EST,2012,9
EST,2013,9
EST,2014,9
EST,2015,9
EST,2016,9
EST,2017,9
EST,2018,9
EST,2019,9
EST,2020,9
EST,2021,9
EST,2022,9
EST,2023,9
ETH,2000,8
ETH,2001,8
ETH,2002,8
ETH,2003,8
ETH,2004,8
ETH,2005,8
ETH,2006,8
ETH,2007,8
ETH,2008,8
ETH,2009,8
ETH,2010,8
ETH,2011,8
ETH,2012,8
ETH,2013,8
ETH,2014,8
ETH,2015,8
ETH,2016,8
ETH,2017,8
ETH,2018,8
ETH,2019,8
ETH,2020,8
ETH,2021,8
ETH,2022,8
ETH,2023,8
FIN,2000,9
FIN,2001,9
FIN,2002,9
FIN,2003,9
FIN,2004,9
FIN,2005,9
FIN,2006,9
FIN,2007,9
FIN,2008,9
FIN,2009,9
FIN,2010,9
FIN,2011,9
FIN,2012,9
FIN,2013,9
FIN,2014,9
FIN,2015,9
FIN,2016,9
FIN,2017,9
FIN,2018,9
FIN,2019,9
FIN,2020,9
FIN,2021,9
FIN,2022,11
FIN,2023,11
FIN,2024,11
FJI,2000,0
FJI,2001,0
FJI,2002,0
FJI,2003,0
FJI,2004,0
FJI,2005,0
FJI,2006,0
FJI,2007,0
FJI,2008,0
FJI,2009,0
FJI,2010,0
FJI,2011,0
FJI,2012,0
FJI,2013,0
FJI,2014,0
FJI,2015,0
FJI,2016,0
FJI,2017,0
FJI,2018,0
FJI,2019,0
FJI,2020,0
FJI,2021,0
FJI,2022,0
FJI,2023,0
FJI,2024,0
FRA,2000,10
FRA,2001,10
FRA,2002,10
FRA,2003,10
FRA,2004,10
FRA,2005,10
FRA,2006,10
FRA,2007,10
FRA,2008,10
FRA,2009,10
FRA,2010,10
FRA,2011,10
FRA,2012,10
FRA,2013,10
FRA,2014,10
